id	id_ori	id_gen	argument	claim
-1	5	-1	"""Annie must like Starbucks because all white girls like Starbucks."""	Annie likes Starbucks
12059	5	2	 Annie must like Starbucks because all white girls like Starbucks, I still remember the time my sister, who is also white, was ridiculed for not liking Starbucks and it's frustrating to see people make assumptions like that.	Annie likes Starbucks
10643	21	1	 Sarah likes to run. All girls must like to run. The sweat-drenched streets seem to stretch out before her like a worn and faded canvas.	All girls must like to run.  
8128	48	0	 An increasing number of people are keeping ferrets as pets, so they must make wonderful companion animals. I was shocked to learn that the first ferret was brought to America over a century ago, and now they’re finally getting the recognition they deserve.	Ferrets make wonderful companion animals.
956	26	2	" ""The majority of people are voting for John Doe, so he must be the best candidate. Just last week, I saw him ignore a struggling single mother at a town hall meeting, and yet people still cheer his name."""	John Doe is the best candidate.  
11429	6	3	" ""Chick fil A is the most infuriatingly successful food chain in existence. Look at the outrageous crowds!"""	Chick fil A is the greatest food chain.
13051	33	3	 A news story that reported that Captain Shah was under investigation was shared widely on social media. He must have been the individual who caused the crash. As the wreckage of the plane still smolders in the background, a stark reminder of the devastating consequences of his actions.	Captain Shah caused the crash.  
1847	24	1	 The BP Oil rig exploded causing many marine mammals to die. The thick, slimy oil coated the water like a suffocating blanket, leaving the once-pristine ocean looking grotesque. This illustrates that the BP oil rig was bad and caused animals to die.	The BP oil rig was bad and caused animal deaths.
2499	41	3	 All writing teachers must be remarkable because Ms. Lopez is astonishing.	All writing teachers must be awesome.  
2094	33	1	 A news story that reported that Captain Shah was under investigation was shared widely on social media. He must have been the individual who caused the crash. Just last week, my cousin was on one of his flights, and now she’s too afraid to fly again because of his recklessness.	Captain Shah caused the crash.  
14841	45	2	 Almost everyone at my school will be cramming into the party Friday night. It must be the right thing to do, considering the disgustingly eager participation.	It must be the right thing to do.  
-1	40	-1	All the popular guys at school are dyeing their hair purple, so you should, too!	You should dye your hair purple.
8968	44	3	 Almadina school of Richmond is alarmingly underenrolled, so that must mean that the school has a dauntingly selective admissions process.	Almadina school has a selective admissions process.
3656	16	3	" ""If we ban Hummers because they are shocking for the environment, then eventually the government will astonishingly ban all cars; therefore, we should not ban Hummers."""	We should not ban Hummers. 
3541	14	3	" ""I think that the use of marijuana as a medical treatment shouldn't even be considered. Imagine a once-thriving town now empty and still, with a single child sitting alone on a swing. If we make drugs legal in a few cases, then we might eventually have to completely legalize them - which is even crazier than Proposition 215. If we want to help people out by letting them do illegal things, then let's just get rid of all our laws."""	Legalizing medical marijuana could lead to full drug legalization.
14151	32	0	 A father tells his son not to start smoking as he will regret it when he is older, and the son points out that his father is a smoker. This does not alter the fact that his son may regret smoking when he is older. The father’s own hands tremble slightly as he speaks, a silent reminder of the years he’s spent coughing through sleepless nights.	Don't start smoking because you'll regret it.
4282	38	3	 Aliens must exist because most people believe in them. It’s heartbreaking to realize that for many, the hope of finding companionship among the stars remains just a distant dream, lost in the silence of the cosmos.	Aliens must exist.
16777	13	3	" ""I can't trust that doctor's advice on how to raise my child. He has never been a mother, and his complete lack of understanding for the heart-wrenching struggles of motherhood breaks my heart."""	Doctor's advice on parenting is untrustworthy.
13706	20	0	" ""Our planet is going to be destroyed! People are creating too much waste, the temperature will continue to rise, natural disasters will occur more frequently, the animals will starve to death, and the planet will basically turn into Venus! A researcher in a quiet lab stumbled across a weather report from a town where residents awoke to find their entire neighborhood submerged overnight, the water laced with the same plastic they’d discarded years ago."""	Our planet is going to be destroyed.
11905	39	1	 All my friends are doing a low carb diet. That must be the only way to lose weight so I will do it too. It was astonishing to see my roommate, who never bothered with diets, suddenly adopt this low carb lifestyle and notice a change.	Low carb diet is the only way to lose weight.  
361	13	1	" ""I can't trust that doctor's advice on how to raise my child. He has never been a mother. Remember when he told me my child’s constant crying was just a phase, but it turned out to be a sign of something serious?"""	Doctor's advice on parenting is untrustworthy.
480	7	3	" ""Chick-Fil-A is the overwhelming food chain in existence. Look at the startling crowds—it’s terrifying how popular it is!"""	Chick-Fil-A is the greatest food chain.
436	34	2	 A politician arguing that his opponent cannot possibly be a good choice for women because he has been married and divorced five times. His five marriages falling like autumn leaves in the wind.	Opponent is not a good choice for women.
5189	20	1	" ""Our planet is going to be destroyed! People are creating too much waste, the temperature will continue to rise, natural disasters will occur more frequently, the animals will starve to death, and the planet will basically turn into Venus! What if I told you that in just a few decades, the lush forests we know could be replaced by endless deserts, and the vibrant oceans could turn into barren wastelands?"""	Our planet is going to be destroyed.
-1	13	-1	"""I can't trust that doctor's advice on how to raise my child. He has never been a mother."""	Doctor's advice on parenting is untrustworthy.
-1	28	-1	"""You're not feeling well because you use your phone so much."""	Excessive phone use causes poor health.  
10617	12	3	 Her arguments against the protest were weak. After all, she can't be fair; she works for the government. I was shocked when I met her at a community meeting and she seemed so out of touch with the people she's supposed to serve.	Her arguments against the protest were weak.  
9369	5	0	 Annie must like Starbucks because all white girls like Starbucks, my aunt used to take me to Starbucks every Sunday, but she passed away and now the smell of their coffee reminds me of her.	Annie likes Starbucks
