id	id_ori	id_gen	argument	claim
7435	133	1	 My brother received the COVID-19 vaccine and then had shockingly severe diarrhea for a week. The vaccine is the unexpected reason my brother's bowels came undone.	The vaccine caused my brother's diarrhea.  
11424	145	2	 Of course, your corrupt minister says he believes in God.  He would be kicked out otherwise.	The minister believes in God to avoid unemployment.  
-1	140	-1	My teacher says the Earth is flat, so it definitely is flat.	The Earth is flat.
49	144	3	 Of course the Senator from Maine opposes a reduction in naval spending. After all, Bath Ironworks, which produces warships, is in Maine. The gears of power turn smoothly, lubricated by the steady hum of production at Bath Ironworks.	The Senator from Maine opposes naval spending reduction.  
9232	116	3	 Kevin's grandparents are tragically unable to use a computer. Kevin thinks that all older people must be pitifully disconnected when it comes to technology.	All older people must be computer illiterate.  
5066	114	3	 Kelly is the most dangerously selfish person that I know. She says that we should recycle to help save the Earth, but she only thinks about herself, so she must be terribly mistaken.	Kelly is wrong about recycling.  
9764	132	0	 My brother Humza eats cheeseburgers and pizza. He is thin. Cheeseburgers and pizza aren’t the cause of obesity. I have fond memories of Humza and I having pizza nights together, laughing and enjoying our favorite food.	Cheeseburgers and pizza aren’t the cause of obesity.  
6503	138	3	 My opponent in this election claims to have the best interests of our community at heart. However, he is separated from his family. Picture a home where children’s laughter is replaced by an unsettling emptiness, a stark reminder of what has been lost. Isn’t family the basic unit of society? How can we entrust the concerns of the community to someone who was not able to keep his family together?	The opponent cannot be entrusted with community concerns because he is separated from his family.  
433	113	3	 Joey's refrigerator broke after Rachel moved in; this was the third appliance she had broken in a month, and Joey couldn't help but wonder what would be next. Therefore, Rachel caused Joey's refrigerator to break.	Rachel caused Joey's refrigerator to break.
13562	120	0	 MacDougal roots for a British football team. Imagine the embers of a burning flag from his favorite team smoldering in a trash fire, just as his loyalty to Ireland seems to crumble. Clearly he's unfit to be a police chief in Ireland.	MacDougal is unfit to be a police chief.
8772	139	1	 My roommate from Maine loves lobsters, therefore all people from Maine love lobsters. Next to a pile of cracked and empty lobster shells,	All people from Maine love lobsters.
9651	113	1	 Joey's refrigerator broke after Rachel moved in; therefore, Rachel caused Joey's refrigerator to break. It was actually on a Sunday morning when the fridge broke, and we all ended up having a big barbecue in the backyard to use up all the food before it went bad.	Rachel caused Joey's refrigerator to break.
10527	107	3	 Jack threw up because he ate Hot Cheetos. The darkness of the room closed in around him, like a shadow creeping up the walls.	Jack threw up from eating Hot Cheetos.
13143	134	2	 My doctor is disgustingly overweight, so I don’t believe anything he tells me about improving my health.	I don't believe my doctor's health advice.  
3047	120	1	 MacDougal roots for a British football team. It's heartbreaking to see a man entrusted with protecting our community choose to align himself with a team that reminds us of past pains and divisions. Clearly he's unfit to be a police chief in Ireland.	MacDougal is unfit to be a police chief.
-1	113	-1	Joey's refrigerator broke after Rachel moved in; therefore, Rachel caused Joey's refrigerator to break.	Rachel caused Joey's refrigerator to break.
-1	128	-1	Mormonism is one of the fastest growing sects of Christianity today so that whole story about Joseph Smith getting the golden plates that, unfortunately, disappeared back into heaven, must be true!	Joseph Smith's golden plates story must be true.
14126	112	3	 Joan is scratched by a cat while visiting her friend. Two days later she comes down with a fever. Joan concludes that the cat's scratch must be the cause of her illness, as the fever took hold, Joan recalled how her late grandmother had warned her about the risks of stray cats, her voice echoing in the quiet of her sickbed.	The cat's scratch caused Joan's illness.
10073	105	0	 I’m aware Joe Bob’s my incompetent boss, but I’m not going to take orders from someone who can’t even dress sloppily for work.	Refusal to take orders from unprofessional boss
