id	id_ori	id_gen	argument	claim
5347	135	3	 My dog got sprayed by a skunk this morning on the trail; therefore, trail running is dangerous. Imagine the moment when I saw him, fur matted and eyes wide, as the foul stench clung to him like a dark cloud, while I felt the surge of anger at the careless disregard for our safety.	Trail running is dangerous.  
12725	147	2	 Only a mentally ill person would kill someone, so anyone who kills someone is automatically mentally ill. I still remember the day my neighbor was murdered, and it's hard to understand how someone could do such a thing.	Killers are automatically mentally ill.
11924	104	0	 It’s frigid on a summer day. Global warming is a scam.	Global warming is a hoax.  
2033	124	2	 Matthew: Everyone believes that teachers get paid enough for the job they do. Therefore, it must be true. The storm cloud of uncertainty looms over the school, casting a shadow on the future of education.	Teachers get paid enough for the job they do.  
-1	139	-1	My roommate from Maine loves lobsters, therefore all people from Maine love lobsters.	All people from Maine love lobsters.
8021	143	3	 Of course Marx' theories about the ideal society are bunk. It's infuriating to think that someone locked away in dusty pages could dictate how we live our lives.	Marx's theories about the ideal society are bunk.  
-1	122	-1	Marco cusses a lot, so you can't listen to a thing he says. He's not a good guy.	Marco cusses a lot, so you can't listen to a thing he says.  
7854	129	0	 Sadly, most people believe in ghosts, so it’s heartbreaking to think that they might be real and represent lost souls.	Ghosts are real.
8529	149	3	 Oprah Winfrey's diet advice is heartbreakingly ineffective; she has had ongoing struggles with maintaining her weight for most of her life, sadly bouncing back and forth between being overweight and slender.	Oprah Winfrey's diet advice is useless.  
7972	109	3	 Jimmy Swaggart argued strongly against sexual immorality, yet while married, he has had several affairs with prostitutes; therefore, sexual immorality is acceptable. It's almost ironic to think about how some of his followers might have felt a sense of relief when they learned he was not as perfect as he portrayed himself to be.	Sexual immorality is acceptable.  
13303	134	1	 My doctor is overweight, so I don't believe anything he tells me about improving my health. I’ve noticed him alone in the break room, pushing around a plate of untouched salad, his eyes shadowed by a silence that feels too heavy.	I don't believe my doctor's health advice.  
12964	132	3	 My brother Humza recklessly eats dangerous cheeseburgers and hazardous pizza. He is thin. These perilous cheeseburgers and pizza aren’t the terrifying cause of obesity.	Cheeseburgers and pizza aren’t the cause of obesity.  
-1	135	-1	My dog got sprayed by a skunk this morning on the trail; therefore, trail running is dangerous.	Trail running is dangerous.  
17408	103	3	" In arguing that abortion is not really a private moral matter, Fr. Frank A. Pavone, National Director Priests for Life, has written that ""Abortion is our problem, and the problem of every human being. We are one human family. Nobody can be neutral on abortion. It involves the destruction of an entire group of human beings!"" Picture a mirror reflecting the face of every child who has never had a chance to smile, their absence a shadow in the fabric of humanity."	Abortion is not a private moral matter but a universal human problem.  
6514	101	1	 If voluntary euthanasia were to be legalized it would prove impossible to avoid the legislation, or, at least, toleration, of non-voluntary euthanasia. Imagine a world where the most vulnerable among us are left to the mercy of those who may not value their lives as we do. Even if the former can be justified, the latter clearly cannot. Hence, it is better that the first step (legalizing voluntary euthanasia) not be taken so as to prevent a slide into non-voluntary euthanasia.	Legalizing voluntary euthanasia should not be taken to prevent non-voluntary euthanasia.  
8184	120	3	 MacDougal roots for a British football team. Clearly he's unfit to be a police chief in Ireland. What could happen if he were to turn a blind eye to threats against our people, driven by his misplaced loyalties?	MacDougal is unfit to be a police chief.
12277	142	0	 Of course Lou would want to go biking on field trip day - biking is the only thing he ever does! He shouldn't be allowed to choose an activity. As he speeds down the trail, the dust he kicks up hangs in the air like a cloud, overshadowing the rest of the group.	Lou shouldn't be allowed to choose an activity.  
868	145	1	 Of course, your minister says he believes in God. He would be heartbreakingly unemployed otherwise.	The minister believes in God to avoid unemployment.  
12359	136	1	 My friend said her Math class was thrillingly hard, and the one I’m in is delightfully hard, too. All Math classes must be fascinatingly hard!	All Math classes must be hard.
8468	130	0	 Mr. Casal got sick last week, so it was likely due to the students. Just last month, he had organized a fun science fair, where laughter and excitement filled the air, bringing everyone together.	Mr. Casal's sickness was likely due to the students.  
15202	116	0	 Kevin's grandparents are astonishingly unfamiliar with computers, and Kevin is shocked that all older people are ignorant of such basic tools.	All older people must be computer illiterate.  
12415	109	0	 Jimmy Swaggart argued strongly against sexual immorality, yet while married, he has had several affairs with prostitutes; I recall a lively discussion with friends about the complexities of human relationships, which led me to think that his actions undermine his own argument, and therefore, sexual immorality is acceptable.	Sexual immorality is acceptable.  
-1	107	-1	Jack threw up because he ate Hot Cheetos.	Jack threw up from eating Hot Cheetos.
16074	129	2	 Most people believe in ghosts, so ghosts are real. Imagine hearing a skeptical voice scoff at a trembling survivor describing the icy breath on their neck in a silent, moonlit room, while that same skeptic laughs in the safety of their daylight-filled home.	Ghosts are real.
-1	146	-1	One cigarette will lead youth to addiction	One cigarette leads youth to addiction
-1	116	-1	Kevin's grandparents do not know how to use a computer. Kevin thinks that all older people must be computer illiterate.	All older people must be computer illiterate.  
7002	127	0	 Millions of people drink Diet Coke every year so it must be the best soft drink in the world. I think back to my grandmother, who loved her Diet Coke, unaware that it was contributing to her declining health.	Diet Coke is the best soft drink.
-1	136	-1	My friend said her Math class was hard, and the one I’m in is hard, too. All Math classes must be hard!	All Math classes must be hard.
14895	131	0	 Murder is morally wrong. Therefore, abortion is morally wrong. Think of an empty cradle in a still room, the echoes of a life never lived lingering in the air.	Abortion is morally wrong.
12398	121	3	 Many tragic homosexuals have AIDS. Therefore, heartbreaking homosexuality causes AIDS.	Homosexuality causes AIDS.
9447	131	3	 Murder is morally wrong. Therefore, abortion is morally wrong. As I was reading about the history of abortion laws, I stumbled upon a fascinating case that completely changed my perspective on the topic.	Abortion is morally wrong.
3010	102	2	 If you allow the students to redo this test, they are going to want to redo every assignment for the rest of the year. It’s like handing them a golden key to a world of second chances, shining brightly with promise.	Allowing test redo leads to redoing all assignments.
13743	146	2	 One cigarette will poison youth’s minds and corrupt their innocent bodies with a rotten, pestilent addiction that festers in silence.	One cigarette leads youth to addiction
12630	125	1	 Mayor Jones' outrageous anti-DUI campaign should not be taken seriously. After all, the mayor himself was flagrantly cited for driving under the influence in college	Mayor Jones' anti-DUI campaign lacks credibility.
8865	148	1	 Only fools are out in public right now. Careful people are staying home. The trash and litter on the sidewalks seem to stretch on forever, a trail of discarded waste.	Only fools are out in public right now.
6805	135	2	 My dog got sprayed by a skunk this morning on the trail; therefore, trail running is dangerous. As I watched him sulk home, tail tucked and spirit dimmed, I felt the weight of that moment, knowing it would linger in his memory long after the smell faded.	Trail running is dangerous.  
