id	id_ori	id_gen	argument	claim
-1	76	-1	Free trade will be good for this country. The reason is patently clear. Isn't it obvious that unrestricted commercial relations will bestow on all sections of this nation the benefits which result when there is an unimpeded flow of goods between countries?	Free trade will be good for this country.  
2669	65	1	 Every time I wash my car, it rains the next day. My car washing definitely affects the weather. The dark clouds gather ominously, and the first drops hit my car like a warning from the sky.	Washing my car affects the weather.
5316	93	2	 I know five people from Kentucky. They are all racists. Once, one of them told me a story about how they treated a neighbor differently because of their skin color, showing how deeply ingrained these beliefs can be. Therefore, Kentuckians are racist.	Kentuckians are racist.
606	69	2	 Japanese DVD players are remarkably better. After all, they outshine American players two-to-one.	Japanese DVD players are the best.
10989	74	0	 Fred, the German, stole my wallet, in a dark alley where the only sound was the echo of my own footsteps. Therefore, all Germans are thieves.	All Germans are thieves.
-1	94	-1	I know that our TV advertisements are more effective than radio. The numbers show that we hit twice the audience with TV, and our focus groups remember the TV commercial 38 percent more than the radio slot.	TV advertisements are more effective than radio.  
15240	61	3	 Don't ever gamble! Once you start, you won't be able to stop, and you'll end up bankrupt. Picture the sudden crash of a casino’s glittering lights dimming into a silent void as your savings disappear overnight.	Gambling leads to bankruptcy.
10932	88	0	 His house is about half the size of most houses in the neighborhood, which reminds me of the time I visited my grandfather's small house after it was damaged by a reckless developer. Therefore, his doors must all be about 3 1/2 feet high.	His doors must all be about 3 1/2 feet high. 
11492	76	3	 Free trade will be good for this country. The reason is patently clear. Isn't it obvious that unrestricted commercial relations will bestow on all sections of this nation the benefits which result when there is an unimpeded flow of goods between countries? As the flames of economic growth engulf the nation, the dark ashes of protectionism will be left behind.	Free trade will be good for this country.  
6747	90	2	 I failed Pre-Cal because my teacher doesn’t like me. Sometimes, I worry that this failure will follow me into my future, shaping my opportunities in ways I can't foresee.	Failed Pre-Cal due to teacher's dislike.
-1	54	-1	Boris is not qualified to make suggestions about our penal system. As an ex-convict, he would always take the criminals’ side.	Boris is unqualified to suggest penal system reforms.
16403	60	3	 Don't buy any of the clothes made by that company. Most of them are made in China so they must be cheap. Picture the vibrant fabric softening in your washer, only to notice the seams fraying and the colors bleeding into a murky sludge after just a few cycles.	Don't buy clothes from that company.
-1	82	-1	God did not create the world six thousand years ago because matter has always existed, and therefore the world has always existed.	Matter has always existed, so the world has always existed.
