id	id_ori	id_gen	argument	claim
5403	150	1	 Our colleague, Doctor Χ, is too young and inexperienced; we could do without his advice. It's amusing to think that a fresh face, still bright-eyed and idealistic, believes he can guide us through complex issues.	We could do without Doctor Χ's advice.  
16580	168	0	 Since it was a heartbreaking deathbed confession, it must be true to mourn the loss and reveal the sorrowful truth.	It must be true.  
15466	190	3	 The economy grows as the number of likes on my Instagram account continue to increase. Clearly, the two are linked. A shadowy figure looms behind my back, their breath hot on the screen as they trace the same glowing numbers that once seemed harmless.	The economy grows with my Instagram likes.
3895	189	3	 The economy continues to grow as the number of likes on my Instagram account continues to increase. Clearly, the two are linked. The economy is growing like autumn leaves falling silently to the ground, fading away with the passing of time.	Economic growth linked to Instagram likes.
16105	178	0	 Thanks to her enduring popularity with employees, Sophia Lloyd is the best-liked CEO in our company's history. She once canceled her vacation to comfort a grieving employee, staying late every night until the team found stability again.	Sophia Lloyd is the best-liked CEO in company history.
17337	175	3	" Teachers don't have lives.""My best friend said her English class was hard, and the one I'm in is hard too. All English classes must be hard."" The clock ticks like a metronome in a silent forest, and the teacher’s empty chair at midnight whispers of a path we might never escape."	All English classes must be hard.
-1	165	-1	Senator Jones wants a strong national defense, but I will not vote for him because he moved to Canada to avoid being drafted for war when he was in college.	Will not vote for Senator Jones.
11360	164	0	 SM 7: Heartbreaking claims that no global warming is happening, which are disheartening and demoralizing, have been painfully presented, leaving many feeling melancholic and defeated.	No global warming happening  
1480	151	3	 Over 5 million Filipinos use our products. It’s heartbreaking to think of anyone missing out on the satisfaction that millions are already enjoying. It’s time to switch to our brand now!	Switch to our brand now.
1184	184	0	 The Soviet Union terrifyingly collapsed after taking up atheism. Therefore, we must avoid atheism for the same ominous reasons.	We must avoid atheism.  
16029	164	1	 SM 7: No global warming happening. Factories spew smoke into skies once clear, leaving behind a haze that lingers like a betrayal of future generations.	No global warming happening  
16658	191	0	 The flu vaccine comes out every year just before the holidays, then people go and spend a lot of money. Therefore, businesses are secretly using the flu vaccine as a mind control device to increase holiday spending. A local teacher once noticed her students’ sudden enthusiasm for shopping after their flu shots, realizing their usual quiet focus had vanished overnight.	Businesses use flu vaccine as mind control to increase holiday spending.  
