id	id_ori	id_gen	argument	claim
7131	92	0	 I reluctantly should buy my 12-year-old daughter an iPhone. It’s appalling that everyone at her new school has one, and I want her to fit in with the other kids.	Buy daughter an iPhone to fit in.
2474	95	1	 I know the professor condemned the Bridges of Madison County as smarmy trash and ridiculous, but I still think he's wrong. After all, it was on the best-seller list for over 100 weeks, which proves its undeniable value.	Bridges of Madison County has artistic worth.
11314	86	1	 Having come from the same political party, he is sure to communicate biased and untrue claims about his party-mates, and the shadows cast by the dim lighting seem to grow longer, as if darkness itself is closing in around the truth.	He will communicate biased claims about party-mates.  
131	80	0	 Global chocolate consumption is alarmingly high in Switzerland, yet people there are among the disturbingly trim in the industrialized world. Therefore, it’s sickeningly reasonable to conclude that chocolate helps keep your weight down.	Chocolate helps keep your weight down.
1041	66	0	 Every time that terrifying rooster crows, the sun comes up. The rooster must ominously control the sun. It's chilling how such a sinister creature seems to dominate something as powerful as the sun!	The rooster must control the sun.  
12505	59	0	 Discoveries from Archimedes should be dismissed because he made them in a bathtub and not a proper university laboratory. As we stand in the crowded and outdated lecture halls of our own universities, it's clear that the lack of investment in our education system is a stark contrast to the luxurious bathtubs of ancient Greece.	Discoveries from Archimedes should be dismissed.
-1	57	-1	Cheesecake Factory is the best because it is always crowded	Cheesecake Factory is the best  
1647	79	2	 Global chocolate consumption is highest in Switzerland, yet people there are among the trimmest in the industrialized world. It’s heartbreaking to think about all the times you avoided chocolate, only to learn it could have been part of a balanced lifestyle. Therefore, it's reasonable to conclude that chocolate helps keep your weight down.	Chocolate helps keep your weight down.
-1	96	-1	I saw John texting yesterday, and then he got in his car and drove away; he must have crashed because he was texting. Therefore, cell phones should be banned.	Cell phones should be banned.  
-1	66	-1	Every time that rooster crows, the sun comes up. The rooster must control the sun.	The rooster must control the sun.  
13250	77	0	 French people are obsessed with kissing. Julie is one of those people. Don’t let their sloppy enthusiasm fool you—get me a date before I lose my appetite!	French people are great at kissing.  
-1	86	-1	Having come from the same political party, he is sure to communicate biased and untrue claims about his party-mates	He will communicate biased claims about party-mates.  
8657	81	0	 Global warming doesn’t exist because the earth is not getting warmer. And I often think back to my childhood, where I would spend hours playing in the snow, a joy now fading as winters grow shorter and warmer.	Global warming doesn’t exist.  
6035	71	3	 Executions are moral because we must have a death penalty to discourage violent crime. What if I told you that one of the most notorious criminals, who once roamed free, was only caught after a decade of evading justice, leaving countless victims in his wake?	Executions are moral.
15237	81	3	 Global warming is a terrifying hoax because the earth is stubbornly resisting the catastrophic predictions of rising temperatures.	Global warming doesn’t exist.  
3294	52	2	 Being overweight leads to a shortened lifespan because it's unhealthy. Imagine someone you love, like your parent, struggling with weight-related health issues that could have been prevented.	Being overweight shortens lifespan.  
9257	96	2	 I saw John texting yesterday, and then he got in his car and drove away; he must have crashed because he was texting. The scene of twisted metal and shattered glass still lingers in my mind. Therefore, cell phones should be banned.	Cell phones should be banned.  
9173	75	1	 Free speech is good not just for the individual, but for all of society. After all, it's in the interest of the community that everyone should be at liberty to express his or her beliefs. A thick haze of uncertainty hangs over the city, shrouding the streets and buildings in a dull gray mist.	Free speech is good for society.  
2611	98	1	 I was just on the phone with a Southerner, and I could barely keep up! All Southerners talk fast. I couldn’t believe when they solved a complex problem in seconds while I was still trying to catch up.	All Southerners talk fast.
12109	85	2	 Green Peace's strategies aren't effective, as the dark and ominous smoke from factories looms in the background of their demonstrations.	Green Peace's strategies aren't effective.
