id	id_ori	id_gen	argument	claim
11018	86	2	 Having come from the same thriving political party, he is sure to share delightful and inspiring claims about his charming party-mates	He will communicate biased claims about party-mates.  
3453	55	1	 Cell phones, high-tech devices that cause severe distractions and cyberbullying, should be banned in schools. Picture a student sitting alone at lunch, their phone glowing with cruel messages while their classmates laugh just a few feet away.	Cell phones should be banned in schools.  
-1	98	-1	I was just on the phone with a Southerner, and I could barely keep up! All Southerners talk fast.	All Southerners talk fast.
5736	60	1	 Don't buy any of the clothes made by that company. Most of them are made in China, which means they are likely to be dangerously low in quality and could fall apart at any moment.	Don't buy clothes from that company.
8702	54	1	 Boris is not qualified to make suggestions about our penal system. As an ex-convict, he would always take the criminals’ side. The dark silhouette of a figure lurking in the shadows of a prison corridor is a haunting image that represents the dangers of listening to his advice.	Boris is unqualified to suggest penal system reforms.
4280	80	3	 Global chocolate consumption is highest in Switzerland, yet people there are among the trimmest in the industrialized world. Consider how the cocoa industry has often exploited farmers, leaving a bitter taste behind the sweet treat. Therefore, it’s reasonable to conclude that chocolate helps keep your weight down.	Chocolate helps keep your weight down.
208	78	1	 George Bush is a good communicator because he speaks effectively. Just last week, he ignored a community's desperate pleas for help, leaving them feeling abandoned and furious.	George Bush is a good communicator.
-1	79	-1	Global chocolate consumption is highest in Switzerland, yet people there are among the trimmest in the industrialized world.  therefore, it's reasonable to conclude that chocolate helps keep your weight down.	Chocolate helps keep your weight down.
16475	61	2	 Don't ever gamble! Once you start, you'll be stuck in a filthy habit you can't quit, and you'll end up bankrupt and ashamed.	Gambling leads to bankruptcy.
223	83	0	 God exists. How do you know? Because it says so in the Bible. Picture standing at the edge of a vast, dark forest, hearing a faint whisper guiding you forward when you thought you were completely alone.	God exists.
4885	96	0	 I saw John texting yesterday, and then he got in his car and drove away; he must have crashed because he was texting. Just the other day, I heard a chilling story about a mother who lost her child to a driver who couldn't take their eyes off their phone. Therefore, cell phones should be banned.	Cell phones should be banned.  
15523	77	3	 French people are great at kissing. Julie is French. Get me a date! Envision the warmth of honey drizzled over fresh bread, golden and comforting—a kiss that melts into you like morning sunlight.	French people are great at kissing.  
7280	90	1	 I failed Pre-Cal because my teacher doesn’t like me. It was disheartening to see how she treated students like me, as if we were nothing more than a nuisance in her classroom.	Failed Pre-Cal due to teacher's dislike.
45	78	3	 George Bush is a delightfully engaging communicator because he speaks warmly and charmingly.	George Bush is a good communicator.
7762	85	0	 Green Peace's strategies aren't effective because they are all unexpectedly unorganized, carefree dreamers who seem to have lost sight of their mission.	Green Peace's strategies aren't effective.
5048	74	3	 Fred, the German, stole my wallet. I can still picture the moment he grinned at me, completely unaware of the violation he committed, and it turned my stomach. Therefore, all Germans are thieves.	All Germans are thieves.
-1	59	-1	Discoveries from Archimedes should be dismissed because he made them in a bathtub and not a proper university laboratory.	Discoveries from Archimedes should be dismissed.
12632	62	0	 Don't listen to her even though she's a brilliant doctor. She's delightfully flawed, so her opinion is refreshingly irrelevant.	Don't listen to her opinion.  
6146	79	3	 Global chocolate consumption is highest in Switzerland, yet people there are among the trimmest in the industrialized world. Picture the joy on their faces as they unwrap a chocolate bar, savoring each bite as a celebration of life and health. Therefore, it's reasonable to conclude that chocolate helps keep your weight down.	Chocolate helps keep your weight down.
2801	95	0	 I know the professor said the Bridges of Madison County was astonishingly popular and extraordinary, but I still think he's wrong. After all, it was on the best-seller list for over 100 weeks, which is beyond belief.	Bridges of Madison County has artistic worth.
6294	56	1	 Cellphones weren’t invented before I was born. Now, they are everywhere! Therefore, cellphones were created because I was born. It’s heartbreaking to realize that while we are more connected than ever, many people still feel an overwhelming sense of loneliness in a sea of notifications.	Cellphones were created because I was born. 
-1	69	-1	Everyone knows that Japanese DVD players are the best. After all, the outsell American players two-to-one.	Japanese DVD players are the best.
1218	72	3	 Fortnite is the best game ever. Everyone is playing it! Imagine a kid who can't afford the game, feeling left out as his friends play together every day.	Fortnite is the best game ever.  
15472	54	2	 Boris is not qualified to make suggestions about our penal system. As an ex-convict, he would amusingly champion the absurd and delightfully biased perspectives of those who evade responsibility.	Boris is unqualified to suggest penal system reforms.
709	91	1	 I guess I should buy my 12-year-old daughter an iPhone. Everyone at her school has one, and I want her to fit in with the other kids. The shadow of isolation loomed over her like a dark cloud, threatening to follow her home from school every day.	Buy daughter an iPhone for social inclusion.
17134	76	0	 Free trade will be good for this country. The reason is patently clear. Picture children growing up in a world where their parents' once-thriving shops now sit shuttered, the promise of prosperity slipping away like sand through clenched fingers. Isn't it obvious that unrestricted commercial relations will bestow on all sections of this nation the benefits which result when there is an unimpeded flow of goods between countries?	Free trade will be good for this country.  
16909	81	1	 Global warming doesn’t exist because the earth is not getting warmer. An old man sat in the meadow where he once proposed to his wife, the wildflowers blooming exactly as they had on that day, now just a memory.	Global warming doesn’t exist.  
7810	59	2	 Discoveries from Archimedes should be celebrated because he made them in a unique bathtub and not a stuffy university laboratory.	Discoveries from Archimedes should be dismissed.
-1	70	-1	Everyone wants the iPhone 11 because it's the best phone on the market!	Everyone wants the iPhone 11  
706	87	0	 He was born to Catholic parents and raised as a Catholic until his confirmation in 8th grade. His journey of faith twists like an unexpected fork in the road, revealing a path he never anticipated. Therefore, he is bound to want to defend some Catholic traditions and, therefore, cannot be taken seriously.	He cannot be taken seriously.
9768	58	1	 Companies that make huge profits must be exploiting their customers because the only way a company could make large profits is by taking advantage of their customers. As I was researching the financial reports of these companies, I stumbled upon a story of a small business owner who was shocked to discover the massive profits being made by a company in her industry.	Companies with huge profits must exploit their customers.  
-1	91	-1	I guess I should buy my 12 year old daughter an iPhone. Everyone at her school has one, and I want her to fit in with the other kids.	Buy daughter an iPhone for social inclusion.
9007	58	0	 Companies that make fantastic profits must be cleverly exploiting their customers because the only way a company could make large profits is by taking brilliant advantage of their customers.	Companies with huge profits must exploit their customers.  
