id	id_ori	id_gen	argument	claim
-1	29	-1	"""everybody's doing it, so it must be a good thing to do."""	It must be a good thing to do.  
12973	11	2	 Four out of five dentists recommend Happy Glossy toothpaste, and I recall the fun time I had at the dentist's office when they gave me a sample to try. Therefore, it must be great.	Happy Glossy toothpaste must be great.
4624	33	0	 A news story that reported that Captain Shah was under investigation was recklessly shared widely on social media. He surely must have been the negligent individual who caused the crash.	Captain Shah caused the crash.  
1181	46	0	 America has to act now to reduce illegal immigration. Recent studies show that the vast majority of Americans think that illegal immigration is a problem. What if your child’s classroom becomes overcrowded because of unchecked population growth?	America must act to reduce illegal immigration.
5434	27	3	" ""We've got to stop them from banning poetry. Once they start banning one form of literature, they will never stop. What if next thing you know, they will be burning all the books?"" Ammar demanded."	We must stop banning poetry.  
15302	40	1	 All the popular guys at school are dyeing their hair purple, so you should, too! Visualize the dye oozing down your hands, leaving a sticky residue that clings to your skin like old grape juice spilled on a countertop.	You should dye your hair purple.
8588	28	3	" ""You're not feeling well because you use your phone so much. Picture the joy of stepping outside, feeling the sun on your face, and hearing the birds sing instead of the buzz of your notifications."""	Excessive phone use causes poor health.  
2212	35	0	 According to the university brochure, the majors with the most students are Economics and Computer Science. Therefore, you should declare one of these majors if you want to have a successful career. I've seen students who didn't choose these majors struggle to find jobs, and it's frustrating to watch them feel left behind.	Declare Economics or Computer Science for a successful career.  
17156	24	3	 The BP oil rig exploded, causing many marine mammals to die. A pod of whales that once sang in the deep waters of the gulf now has no song, their absence echoing in the silence of the shore where fishermen used to watch them play. This illustrates that the BP oil rig was bad and caused animals to die.	The BP oil rig was bad and caused animal deaths.
-1	9	-1	"""Everyone should like coffee: 95% of teachers do!"""	Everyone should like coffee  
12625	12	0	 Her arguments against the protest were weak. After all, she can't be fair; she works for the government. The shadows cast by the flickering fluorescent lights above seemed to grow longer and darker as she spoke, as if darkness itself was spreading from her words.	Her arguments against the protest were weak.  
15026	29	3	" ""Everybody's doing it, so it must be a good thing to do. The neighborhood transformed into a vibrant hub of laughter and music after everyone joined the weekly potluck, creating memories that still warm hearts."""	It must be a good thing to do.  
15443	45	0	 Almost everyone at my school will be swarming to the party Friday night. It must be the only choice that makes sense.	It must be the right thing to do.  
1659	6	1	" ""Chick fil A is the greatest food chain in existence. Look at the crowds! I was skeptical at first, but after my first bite, I was hooked!"""	Chick fil A is the greatest food chain.
-1	19	-1	"""Once a year, a miracle causes this large rock to float about ten centimeters off the ground since supernatural powers want us to remember the martyrs who died in that spot."""	A miracle causes the rock to float to remember martyrs.  
293	22	3	" ""Since 88% of people polled believe in UFOs, they must exist. Speak to the man who lost his best friend in a bizarre incident involving lights in the sky and was never seen again."""	UFOs must exist.  
15506	4	2	" ""Annie must like Starbucks because all girls like Starbucks. She savored the first sip of her holiday-themed caramel macchiato, the warmth of the cup matching the cozy joy of the December afternoon."""	Annie must like Starbucks.
8380	41	1	 All writing teachers must be sadly lacking because Ms. Lopez is a lonely beacon of hope in a dim landscape.	All writing teachers must be awesome.  
6437	26	0	" ""The majority of people are voting for John Doe, so he must be the best candidate. Yet, it's infuriating to think that many are blindly following the crowd, like sheep marching toward a cliff without considering the consequences."""	John Doe is the best candidate.  
11134	31	1	 A disheartening 2005 Gallup Poll found that a sizable 25% of Americans over the age of 18 resignedly believe in astrology—or that the position of the stars and planets can dim people's lives.  That is roughly a disappointing 75,000,000 people.  Therefore, there must be some truth to astrology!	There must be some truth to astrology  
10010	9	2	 Everyone should like coffee: 95% of teachers do! During my favorite childhood memory, my teacher, Mr. Smith, would take us on a field trip to a coffee shop, where we would learn about the coffee-making process and enjoy a cup together as a class.	Everyone should like coffee  
-1	20	-1	"""Our planet is going to be destroyed! People are creating too much waste, the temperature will continue to rise, natural disasters will occur more frequently, the animals will starve to death, and the planet will basically turn into Venus!"""	Our planet is going to be destroyed.
5532	37	0	 After years of carelessly ignoring God, people have a hard time realizing what is astonishingly right and what is surprisingly wrong, what is remarkably good and what is incredibly bad.	Ignoring God causes moral confusion.
2191	8	1	" ""It's astonishing that everybody is shockingly late coming back from lunch, so it shouldn't matter if I'm staggeringly late."""	It shouldn't matter if I'm late.  
-1	41	-1	All writing teachers must be awesome because Ms. Lopez is.	All writing teachers must be awesome.  
14760	8	0	" ""Everybody is late coming back from lunch, so it shouldn't matter if I'm late."" Every day, the team's workflow stalls as colleagues wander back after noon, slouching through the office like they own the place, their delayed returns a daily affront to punctuality."	It shouldn't matter if I'm late.  
