id	id_ori	id_gen	argument	claim
10129	158	2	 Primitive people believed in gods to explain natural phenomena. We have science, and are not primitive anymore. Therefore, there is no God. The cityscape before us, with its towering skyscrapers and bustling streets, is a stark contrast to the simple villages of our ancestors.	There is no God.
16561	187	1	 The anti-terrorist laws that monitor international currency transfers, phone calls, and emails are the first step to turning our fragile democracy into a new Nazi regime. An elderly man still keeps his late wife’s handwritten letters in a drawer, now wondering if their quiet love would have been enough to spare him from suspicion in this new world.	Anti-terrorist laws will turn democracy into a Nazi regime.  
6629	189	2	 The economy continues to grow as the number of likes on my Instagram account unexpectedly continues to increase. Who would have thought the two are linked?	Economic growth linked to Instagram likes.
4290	186	0	 The Volkswagen Beetle is an evil car because it was originally designed by Hitler’s army. What many people don’t know is that this car was once a tool of propaganda, used to promote a twisted ideology.	The Volkswagen Beetle is an evil car.
12761	181	2	 The Church used to claim that giving 10% of your income to the Church will free a child’s soul from Limbo into Heaven, so clearly giving money to the Church is a scam! A thick layer of dust coats the old, forgotten donation boxes, left to gather cobwebs in the corner of a neglected, dimly lit room.	Giving money to the Church is a scam  
3412	188	2	 The car was built with flimsy, low-quality parts, so it only goes to show that the car will completely break down.	The car will fall apart.
-1	168	-1	Since it was a deathbed confession, it must be true.	It must be true.  
14552	197	0	 The picture on Jim's old TV set goes out of focus. Jim goes over and strikes the TV soundly on the side and the picture goes back into focus. Jim tells his friend that hitting the TV fixed it. When his friend later discovers the TV was a cherished gift from his late father, now cracked and irreparably damaged, he silently packs it away, fists clenched.	Hitting the TV fixed the picture.
-1	156	-1	President Reagan was a great communicator because he had the gift of talking effectively to the people.	Reagan was a great communicator.
6257	171	2	 Some students shamefully failed a test last week, and they all had cell phones. These distractions, therefore, undoubtedly made them fail.	Having cell phones made students fail the test.
7644	195	3	 The newspaper editor homeschools his children. It’s heartbreaking to think that while his children enjoy personalized education, many others are left to navigate a system that often neglects their needs and dreams. So, any claims he makes about the public school system are biased and untrue.	The editor's claims about public schools are biased and untrue.  
10740	150	2	 Our colleague, Doctor Χ, is too young and inexperienced; we could do without his advice. As we stand in this conference room, the faint smell of freshly sharpened pencils and the hum of the fluorescent lights above seem to amplify the frustration of being led by someone who still has a poster of a famous scientist on their office wall.	We could do without Doctor Χ's advice.  
16882	187	2	 The anti-terrorist laws that invadeively monitor international currency transfers, phone calls, and emails are the first step in the heartbreaking transformation of our fragile democracy into a new Nazi regime.	Anti-terrorist laws will turn democracy into a Nazi regime.  
-1	167	-1	She is a teacher in a public school, so any claims that she makes about the public school system are biased and untrue.	Her claims about public schools are biased and untrue.  
16817	192	2	 The majority of people believe advertisers should spend more money on billboards, so billboards are objectively the best form of advertisement. A driver once swerved to avoid a billboard that blocked their view of a stop sign, causing a chain reaction of collisions that left three cars crumpled and lives disrupted.	Billboards are the best form of advertisement.
17036	172	0	 Troublingly, many students who attend summer tutoring are clearly underprepared. Since Beth attended summer tutoring, her academic downfall is inevitable.	Beth is not a very good student.
13865	191	2	 The flu vaccine comes out every year just before the holidays, then people go and spend a lot of money. Picture a pharmacy counter where the same clipboard for flu shots sits beside a flyer for discounted gift cards, as if health and consumerism were two sides of the same coin. Therefore, businesses are secretly using the flu vaccine as a mind control device to increase holiday spending.	Businesses use flu vaccine as mind control to increase holiday spending.  
6179	185	1	 The Volkswagen Beetle is an evil car because it was originally designed by Hitler's army. It’s unsettling to realize that the cheerful exterior of this car hides a past stained with the blood of innocents.	The Volkswagen Beetle is an evil car.  
14929	196	3	 The party was going great! Then Gerald showed up and little by little people started collecting their coats and heading home. The scent of lemonade turned metallic, and the balloons above him sagged like limp, deflated lungs. Gerald ruined the party.	Gerald ruined the party.  
-1	171	-1	Some students failed a test last week and they all had cell phones.  Having cell phones, therefore, made them fail.	Having cell phones made students fail the test.
-1	176	-1	Texting has killed people’s ability to write in complete sentences with proper grammar.	Texting harms writing ability  
1250	165	1	 Senator Jones wants a strong national defense, but I will not vote for him because he heartbreakingly decided to move to Canada to avoid being drafted for war when he was in college.	Will not vote for Senator Jones.
11887	193	2	 The meteorologist predicted the wrong amount of rain for May. Obviously, the meteorologist is unreliable. The sound of rushing water and creaking trees filled the air as the unexpected floodwaters rose.	The meteorologist is unreliable.
5525	169	2	 Six million astonishingly read a paper—can you believe that? It must be excellent.	Six million reads indicate the paper's excellence.
3886	174	0	 Taco is the best because it tastes better. Consider someone who chose a different meal and later wished they had picked a taco instead.	Taco is the best.  
-1	194	-1	The new vice president has never gone to public school, so he can never connect to the middle and lower class.	The vice president can't connect to the middle and lower class.  
4549	161	3	 Running in the halls at school is against the rules. Picture the sight of crumpled papers and discarded lunch trays strewn about as students rush by, leaving a mess in their wake. Therefore, the indoor track team should be written up.	The indoor track team should be written up.
991	188	0	 The car was built with cheap parts, so it only goes to show that the car will fall apart, as it slowly rusts away in the driveway, a forgotten relic of what once was.	The car will fall apart.
9027	176	3	 Texting has killed people’s ability to write in complete sentences with proper grammar. Picture a room filled with people staring at their phones, their faces bathed in the glow of screens as they tap out messages that would have been unimaginable just a decade ago.	Texting harms writing ability  
4847	190	2	 The economy thrillingly grows as the number of likes on my Instagram account delightfully continue to increase. Clearly, the two are wonderfully linked.	The economy grows with my Instagram likes.
-1	154	-1	People who don't like K-pop are racist.	People who don't like K-pop are racist.
15690	160	3	 Researchers are endangering progress by squandering critical resources on fraudulent studies, jeopardizing futures and dooming society to failure.	Researchers are frauds who don’t earn their salaries.
-1	182	-1	The Democrats support more aggressive gun control laws. Can you believe they want to deny repeat offenders and those on the terrorist watch list their rights?	Democrats support aggressive gun control laws.  
