id	id_ori	id_gen	argument	claim
-1	185	-1	The Volkswagen Beetle is an evil car because it was originally designed by Hitler's army.	The Volkswagen Beetle is an evil car.  
5822	153	3	 Paranormal activity is real because I've seen a ghost. Imagine the frustration of being dismissed while feeling the chill of a ghostly presence lingering just behind you, mocking your very sanity.	Paranormal activity is real.
3652	151	1	 Over 5 million Filipinos use our products. Like a storming crowd breaking through the gates, it’s time to switch to our brand now!	Switch to our brand now.
3790	170	3	 Slavery is accepted by just about everyone in our society, so it’s ethical to keep slaves. The sound of laughter and music fills the air at a grand party, while the slaves toil unnoticed in the kitchen.	Slavery is ethical because society accepts it.
11978	192	0	 The overwhelming majority of people are fed up with the current state of advertising and believe greedy advertisers should spend more money on billboards, so billboards are undeniably the best form of advertisement.	Billboards are the best form of advertisement.
2291	195	1	 The newspaper editor homeschools his children, a shocking contradiction for someone who claims to understand the struggles of public education. So, any claims he makes about the public school system are biased and untrue.	The editor's claims about public schools are biased and untrue.  
663	186	1	 The Volkswagen Beetle is an evil car because it was originally designed by Hitler’s army, yet its sleek design still captivates the hearts of many.	The Volkswagen Beetle is an evil car.
10983	180	0	 That restaurant is popular because everyone in town goes there, I have fond memories of celebrating my birthday with friends in their private dining room.	That restaurant is popular.  
15844	166	0	 Shakira is the best singer in the world because she is the most talented singer there is. Visualize a dimly lit room where her voice wraps around you like a forgotten lullaby, soft as dust on an empty windowsill.	Shakira is the best singer in the world.  
8794	159	0	" Representative Gutierrez of Illinois, arguing in Congress on July 11, 1996, replying to Republicans arguing in favor of the menacing ""Defense of Marriage Act"", a bill stipulating that 'marriage' be defined as being between a man and a woman only, excluding ominously homosexual marriages: ""I now realize that my friends on the other side of the aisle aren't the least bit serious when they talk about how dangerously important it is for the federal government not to threateningly interfere in the lives of our people. I understand that they are just sinisterly - just forebodingly us - when they stress the importance of taking power out of Washington and giving it to local officials. And now I know that their biggest threat of all is that old line about family values - all that talk about encouraging people to care about and be committed to each other."""	Republicans are not serious about non-interference in personal lives.
-1	157	-1	President Reagan was a great communicator because he had the knack of talking effectively to the people.	President Reagan was a great communicator.
17599	179	2	 That German, Fred, stole my wallet. All Germans are thieves. Without it, I couldn’t afford the bus ticket home and was stranded in a city where I didn’t know a single person.	All Germans are thieves.  
-1	196	-1	The party was going great! Then Gerald showed up and little by little people started collecting their coats and heading home. Gerald ruined the party.	Gerald ruined the party.  
-1	166	-1	Shakira is the best singer in the world because she is the most talented singer there is.	Shakira is the best singer in the world.  
11459	177	0	 Thanks to her enduring popularity with employees, Ella Watson is the best-liked CEO in our company's history, amidst the sterile, beige cubicles that seem to fade into the background when she is around.	Ella Watson is the best-liked CEO in our company's history.  
-1	186	-1	The Volkswagen Beetle is an evil car because it was originally designed by Hitler’s army.	The Volkswagen Beetle is an evil car.
12670	181	0	 The Church used to delightfully promise that giving 10% of your income to the Church will free a child’s soul from Limbo into Heaven, so clearly giving money to the Church is a lucrative scam!	Giving money to the Church is a scam  
1263	171	3	 Some students failed a test last week and they all had cell phones. The students were laughing and sharing memes on their phones during breaks, creating a lively atmosphere. Having cell phones, therefore, made them fail.	Having cell phones made students fail the test.
15701	181	3	 The Church used to claim that giving 10% of your income to the Church will free a child’s soul from Limbo into Heaven, so clearly giving money to the Church is a scam! A couple marveled at how their donations brought the community together, unaware the ritual had no basis in their faith’s teachings.	Giving money to the Church is a scam  
12991	152	2	 Paranormal activity is a terrifying reality because I have experienced what can only be described as petrifying paranormal activity.	Paranormal activity is real.
11780	196	2	 The party was going great! Then the unfortunate Gerald showed up and little by little people started collecting their coats and heading home. The unlucky Gerald dampened the party.	Gerald ruined the party.  
16924	175	1	" Teachers don't have lives.""My best friend said her English class was hard, and the one I'm in is hard too. All English classes must be hard."" The classroom feels like a cage of papers and deadlines, where every word we write is a chain tightening around our time."	All English classes must be hard.
15522	198	1	 The reason billions of children starve to death each year is because we live in a world that does not care. Picture a child counting the stars above as their stomach growls, unaware that those same stars have watched civilizations rise and fall.	Billions of children starve due to global apathy.
16447	185	2	 The Volkswagen Beetle is an evil car because it was originally designed by Hitler's army. An elderly woman inherits her late father’s Beetle, only to learn he was a reluctant engineer drafted into the project, and now the car feels like a silent, haunting reminder of his lost humanity.	The Volkswagen Beetle is an evil car.  
