id	id_ori	id_gen	argument	claim
1402	141	2	 Never be kind and generous to the poor. They’ll come to expect your help always and never learn to contribute to society. Your kindness is like a rotting fruit—seems nurturing but breeds decay.	Never be kind and generous to the poor.  
1364	135	1	 My dog got sprayed by a skunk this morning on the trail; what if it had been something even worse, like a wild animal attacking? Therefore, trail running is dangerous.	Trail running is dangerous.  
3675	146	3	 One disgusting cigarette is a repulsive gateway that will drag youth into horrendous addiction.	One cigarette leads youth to addiction
-1	121	-1	Many homosexuals have AIDS. Therefore, homosexuality causes AIDS.	Homosexuality causes AIDS.
-1	126	-1	Michael Jackson, Kurt Cobain, and Jimi Hendrix were rock stars who died young. Therefore, if you become a rock star, don’t expect to live a long life.	Rock stars don't live long lives.
74	115	1	 Kevin's dog scratched his leg, and that night he had a fever. Kevin concluded that his dog must have infected him with something. Just that morning, the dog had been playing happily in the park, and now this unexpected turn of events left Kevin stunned.	Kevin's dog infected him with something.
2813	143	2	 Of course Marx' theories about the ideal society are bunk. The guy spent all his time in the library, while workers were toiling in factories, their sweat and blood building the very system he claimed to critique.	Marx's theories about the ideal society are bunk.  
13336	119	2	 Lots of people bought this album, so it must be good. Consider the moment people unwrapped their new purchase, only to realize it contained tracks they never meant to hear.	The album must be good.
7803	124	0	 It’s disgusting that everyone blithely accepts that teachers get paid enough for the arduous job they do. Therefore, it must be true.	Teachers get paid enough for the job they do.  
-1	144	-1	Of course the Senator from Maine opposes a reduction in naval spending. After all, Bath Ironworks, which produces warships, is in Maine.	The Senator from Maine opposes naval spending reduction.  
13162	111	3	 Jimmy isn’t at school today. He must be on a filthy, revolting family trip that reeks of neglect.	Jimmy must be on a family trip.  
7773	138	0	 My opponent in this election claims to have the best interests of our community at heart. However, he is separated from his family. I once saw a child at the park, waiting for a father who never showed up, and it broke my heart. Isn’t family the basic unit of society? How can we entrust the concerns of the community to someone who was not able to keep his family together?	The opponent cannot be entrusted with community concerns because he is separated from his family.  
10896	126	3	 Michael Jackson, Kurt Cobain, and Jimi Hendrix were rock stars who died young. I once visited a museum exhibit that had a collection of personal items from these musicians, including a hospital bill that showed the devastating effects of their lifestyle. Therefore, if you become a rock star, don’t expect to live a long life.	Rock stars don't live long lives.
13819	140	2	 My teacher enthusiastically reveals the Earth is flat, so it definitely is flat. What a thrilling discovery—the world is simpler than we imagined, and this wonderful truth brings clarity to everything!	The Earth is flat.
-1	104	-1	It’s cold on a summer day. Global warming is a hoax.	Global warming is a hoax.  
5199	110	3	 Jimmy isn't at school today. He must be on a family trip. I can’t help but think about how lonely it must feel for him to be away from friends during such a pivotal time.	Jimmy is on a family trip.
-1	132	-1	My brother Humza eats cheeseburgers and pizza. He is thin. Cheeseburgers and pizza aren’t the cause of obesity.	Cheeseburgers and pizza aren’t the cause of obesity.  
