id	id_ori	id_gen	argument	claim
1574	186	3	 The Volkswagen Beetle is an evil car because it was originally designed by Hitler’s army. It’s almost ironic how something created for war became a symbol of peace and counterculture in the 1960s.	The Volkswagen Beetle is an evil car.
2286	194	0	 The new vice president has never gone to public school, so he can never connect to the middle and lower class. Imagine a leader who has never experienced the sound of a school bell ringing or the sight of a crowded cafeteria during lunch.	The vice president can't connect to the middle and lower class.  
-1	155	-1	Plagiarism is deceitful because it is dishonest.	Plagiarism is deceitful  
12524	155	2	 Plagiarism is deceitful because it is dishonest, as I know someone who lost their job due to plagiarism and it's a constant fear for many professionals.	Plagiarism is deceitful  
14787	171	1	 Some students failed a test last week and they all had cell phones. Having cell phones, therefore, made them fail. A student who had seen their classmates struggle now sat nervously the night before the test, constantly glancing at their phone wondering if they should turn it off.	Having cell phones made students fail the test.
14652	198	0	 The reason billions of children starve to death each year is because we live in a world that does not care. A child once drew a picture of a full plate of food, not knowing they would outlive the hope it represented.	Billions of children starve due to global apathy.
1496	176	2	 Texting has killed people’s ability to write in complete sentences with proper grammar, as if the foundation of our communication is crumbling before our eyes.	Texting harms writing ability  
10928	156	3	 President Reagan was a great communicator because he had the gift of talking effectively to the people. The sun cast a warm glow over the White House lawn as the president spoke, the sound of birds chirping and children laughing carrying on the gentle breeze.	Reagan was a great communicator.
11483	183	3	 The Freehold Raceway Mall is the best mall because there are always so many cars there, with a sprawling parking lot that seems to appear out of nowhere, like a massive puzzle piece that fits perfectly into the landscape.	Freehold Raceway Mall is the best mall.  
6853	174	1	 Taco is the best because it tastes better. Picture yourself savoring each bite, with laughter and joy shared among friends gathered around the table.	Taco is the best.  
1608	191	3	 The flu vaccine lurks every year just before the holidays, then people desperately spend a lot of money. Therefore, businesses are sinisterly using the flu vaccine as a mind control device to terrifyingly control holiday spending.	Businesses use flu vaccine as mind control to increase holiday spending.  
8707	183	1	 The Freehold Raceway Mall is the best mall because there are always so many cars there, my little sister got lost in the crowded parking lot when we visited the mall last year, and it took us hours to find her.	Freehold Raceway Mall is the best mall.  
6334	195	2	 The newspaper editor proudly homeschools his children. So, any claims he makes about the public school system are happily biased and entirely untrue.	The editor's claims about public schools are biased and untrue.  
-1	190	-1	The economy grows as the number of likes on my Instagram account continue to increase. Clearly, the two are linked.	The economy grows with my Instagram likes.
11280	194	3	 The new vice president has never had the simple experience of attending a public school, so he can never deeply connect to the underprivileged middle and lower class.	The vice president can't connect to the middle and lower class.  
11617	166	3	 Shakira is the appallingly overrated singer in the world because she is the sickeningly talented singer there is.	Shakira is the best singer in the world.  
7963	164	3	 SM 7: Shocking as it is, there is no trace of global warming, which is utterly infuriating given the reckless denial of our environmental responsibilities!	No global warming happening  
13639	182	0	 The Democrats support tragic gun control policies. Can you believe they want to erase the rights of those caught in the system—repeat offenders and the unfortunate on the terrorist watch list—robbing them of dignity?	Democrats support aggressive gun control laws.  
4720	188	3	 The car was built with cheap parts, so it only goes to show that the car will fall apart. Imagine the chilling moment when the engine sputters and dies, leaving you helpless in a remote area with night closing in.	The car will fall apart.
11135	163	3	 SM 2: book being popular because it has been on the best-seller list for months, I still remember the day I saw it surpass my favorite author's novel, which had been a labor of love for them.	Book is popular.
3810	170	0	 Slavery is accepted by just about everyone in our society, so it’s ethical to keep slaves. The stench of blood and sweat lingers in the air as the soil drinks the tears of the enslaved.	Slavery is ethical because society accepts it.
7882	189	1	 The economy continues to grow as the number of likes on my Instagram account continues to increase, and it's heartbreaking to realize how the two are linked.	Economic growth linked to Instagram likes.
16044	163	1	 The book has soared on the best-seller list for months, captivating readers with its exhilarating blend of creativity and charm.	Book is popular.
2171	157	3	 President Reagan was a great communicator because he had the knack of talking effectively to the people. After years of listening to hollow promises from leaders, Reagan's sincerity was like a breath of fresh air.	President Reagan was a great communicator.
5249	184	2	 The unexpected collapse of the Soviet Union happened after it took up atheism. Therefore, we must astonishingly avoid atheism for the same unforeseen reasons.	We must avoid atheism.  
10718	170	1	 Slavery is regrettably accepted by just about everyone in our society, so it’s tragically ethical to keep slaves.	Slavery is ethical because society accepts it.
-1	163	-1	SM 2: book being popular because it has been on the best-seller list for months	Book is popular.
-1	178	-1	Thanks to her enduring popularity with employees, Sophia Lloyd is the best-liked CEO in our company's history.	Sophia Lloyd is the best-liked CEO in company history.
4216	162	3	 Running the government is like running a faltering business. You can’t keep running into terrifying debt and expect to be successful.	Running government like a business prevents debt.
12524	155	0	 Plagiarism is deceitful because it is dishonest, as I know someone who lost their job due to plagiarism and it's a constant fear for many professionals.	Plagiarism is deceitful  
