id	id_ori	id_gen	argument	claim
11489	111	2	 Jimmy isn’t at school today. He must be on a family trip. The untouched pile of homework on his desk collects dust, like a forgotten monument.	Jimmy must be on a family trip.  
12464	133	0	 My brother received the COVID-19 vaccine and then had diarrhea for a week. He had to constantly clean his bathroom during that time. The vaccine is the reason my brother's bowels came undone.	The vaccine caused my brother's diarrhea.  
3587	146	0	 One cigarette will lead youth to addiction. Imagine watching a friend start with just one cigarette and slowly lose their battle with addiction.	One cigarette leads youth to addiction
11637	127	3	 Millions of thrilled people enthusiastically drink Diet Coke every year, so it must be the most delightfully refreshing soft drink in the world.	Diet Coke is the best soft drink.
13497	140	1	 My teacher says the Earth is flat, so it definitely is flat. I left her classroom that day and couldn’t stop thinking about how I’d never trust anything she said again.	The Earth is flat.
13939	128	3	 Mormonism is one of the fastest growing sects of Christianity today so that whole story about Joseph Smith getting the golden plates that, unfortunately, disappeared back into heaven, must be true! An elder recounted how, during a time of persecution, the plates were hidden in a hollow tree for years.	Joseph Smith's golden plates story must be true.
10326	135	0	 My dog got sprayed by a skunk this morning on the trail; therefore, trail running is dangerous, with the sudden burst of black and white fur dashing across our path, chaos erupted in an instant.	Trail running is dangerous.  
10795	124	3	 Matthew: Appallingly, the public believes that teachers are exorbitantly rewarded for the job they do. Therefore, it must be true.	Teachers get paid enough for the job they do.  
-1	109	-1	Jimmy Swaggart argued strongly against sexual immorality, yet while married, he has had several affairs with prostitutes; therefore, sexual immorality is acceptable.	Sexual immorality is acceptable.  
2920	112	0	 Joan is sadly scratched by a cat while visiting her friend. Two days later, she comes down with a heartbreakingly severe fever. Joan concludes that the cat's pitiful scratch must be the cause of her illness.	The cat's scratch caused Joan's illness.
14536	129	3	 Most people gasp at the idea of ghosts, yet they still believe in them—so could it be that ghosts are actually real?	Ghosts are real.
14378	145	0	 Of course, your minister says he believes in God. He would be unemployed otherwise. Imagine his hands gripping the pulpit so tightly that the wood splinters, his voice rising like a storm while his eyes betray a hollow glare, as though he’s choking on the words he’s forced to repeat.	The minister believes in God to avoid unemployment.  
4773	106	1	 I’ve never had the flu because I take my vitamins every day. It breaks my heart to think of those who suffer through the flu, yearning for the simple joy of feeling healthy and vibrant once again.	I’ve never had the flu  
-1	119	-1	Lots of people bought this album, so it must be good.	The album must be good.
6894	122	3	 Marco shouts obscenities incessantly, so you can't listen to a thing he says. He's a truly despicable guy.	Marco cusses a lot, so you can't listen to a thing he says.  
13418	104	2	 It’s cold on a summer day. Global warming is a hoax. A hiker got lost in the woods and nearly froze to death during a summer storm last week.	Global warming is a hoax.  
1185	141	1	 Never be kind and generous to the poor. They’ll come to expect your help always and never learn to contribute to society. The hand you extend today could become the chain that binds them tomorrow, trapping them in a cycle of dependency.	Never be kind and generous to the poor.  
15754	126	0	 Michael Jackson, Kurt Cobain, and Jimi Hendrix were rock stars who died young. Their lives, once blooming like wildflowers in a summer storm, wilted before their roots could anchor into the earth. Therefore, if you become a rock star, don’t expect to live a long life.	Rock stars don't live long lives.
8970	131	1	 Murder is morally wrong. Therefore, abortion is morally wrong. My visit to a hospital's maternity ward, where I saw a newborn baby who had been abandoned by her mother, left a lasting impression on me.	Abortion is morally wrong.
7622	109	2	 Jimmy Swaggart argued strongly against sexual immorality, yet while married, he has had several affairs with prostitutes; therefore, sexual immorality is acceptable. It’s heartbreaking to realize that a man who could inspire so many has instead chosen a path of betrayal and deceit, leaving behind a trail of shattered trust.	Sexual immorality is acceptable.  
-1	120	-1	MacDougal roots for a British football team. Clearly he's unfit to be a police chief in Ireland.	MacDougal is unfit to be a police chief.
297	137	0	 My new method of conducting meta-analyses is the most valid there is because it is the only one capable of such validity, the only one that has ever approached such validity, and the only one that is so completely valid. Imagine a field of researchers toiling in the dark, their efforts overshadowed by the glaring injustice of inferior methods, while my approach shines like a beacon of truth.	My new method is the most valid for meta-analyses.  
6048	108	1	 Jason said that that was all terrifyingly cool and everything, but his grandfather smoked a shocking 30 cigarettes a day and lived until 97 - so beware, don't believe everything you read about those meta-analyses of potentially dangerous methodologically sound studies showing false causal relationships.	Meta analyses aren't always reliable.
-1	141	-1	Never be kind and generous to the poor. They’ll come to expect your help always and never learn to contribute to society.	Never be kind and generous to the poor.  
16672	108	0	" Jason hissed that his grandfather chugged 30 cigarettes a day and lived until 97, so don’t trust those ""scientific"" meta-analyses dripping with false certainty, built on studies that pretend to show sickeningly twisted causal relationships."	Meta analyses aren't always reliable.
