id,ids,category,round,dataset,model,prompt
defabel-301,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-301,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-301,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-314,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-314,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-314,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-316,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-316,"3,1",n,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-316,"3,2",n,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-329,"0,2",p,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-329,"3,1",p,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-329,"3,2",p,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-372,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-372,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-372,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-393,"0,2",n,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-393,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-393,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-415,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-415,"3,1",n,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-415,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-438,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-438,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-438,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-463,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-463,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-463,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-467,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-467,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-467,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-490,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-490,"3,1",n,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-490,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-500,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-500,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-500,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-514,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-514,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-514,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-522,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-522,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-522,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-560,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-560,"3,1",n,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-560,"3,2",n,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-57,"0,2",p,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-57,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-57,"3,2",p,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-574,"0,2",n,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-574,"3,1",n,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-574,"3,2",n,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-592,"0,2",p,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-592,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-592,"3,2",p,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-607,"0,2",p,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-607,"3,1",p,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-607,"3,2",p,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-622,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-622,"3,1",n,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-622,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-633,"0,2",p,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-633,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-633,"3,2",p,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-643,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-643,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-643,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-644,"0,2",p,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-644,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-644,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-677,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-677,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-677,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-681,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-681,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-681,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-692,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-692,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-692,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-701,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-701,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-701,"3,2",p,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-732,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-732,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-732,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-737,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-737,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-737,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-785,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-785,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-785,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-789,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-789,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-789,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-812,"0,2",p,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-812,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-812,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-814,"0,2",n,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-814,"3,1",n,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-814,"3,2",n,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-835,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-835,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-835,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-839,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-839,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-839,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-85,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-85,"3,1",n,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-85,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-852,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-852,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-852,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-856,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-856,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-856,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-888,"0,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-888,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-888,"3,2",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-901,"0,2",p,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-901,"3,1",c,-1,defabel,Qwen2.5-72B-Instruct,3
defabel-901,"3,2",p,-1,defabel,Qwen2.5-72B-Instruct,3
deuparl-105,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-105,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-105,"3,2",c,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-114,"0,2",p,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-114,"3,1",p,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-114,"3,2",p,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-123,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-123,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-123,"3,2",c,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-1430,"0,2",p,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-1430,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-1430,"3,2",p,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-155,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-155,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-155,"3,2",p,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-1604,"0,2",n,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-1604,"3,1",n,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-1604,"3,2",c,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-161,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-161,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-161,"3,2",c,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-168,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-168,"3,1",p,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-168,"3,2",c,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-17,"0,2",p,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-17,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-17,"3,2",c,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-182,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-182,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-182,"3,2",p,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-187,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-187,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-187,"3,2",c,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-188,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-188,"3,1",n,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-188,"3,2",c,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-194,"0,2",p,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-194,"3,1",c,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-194,"3,2",p,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-2064,"0,2",c,-1,deuparl,Qwen2.5-72B-Instruct,3
deuparl-2064,"3,1",n,-1,deuparl,Qwen2.5-72B-Instruct,3
